 Branch,Department,  Year ,  Sales Amount_2019,Year,  Sales Amount_2020,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,429744,2020,662974,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,288599,2020,633641,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,452507,2020,423157,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,374400,2020,679224,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,232240,2020,311163,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,146701,2020,791501,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,196123,2020,865228,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,434714,2020,583001,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,119480,2020,273993,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,349681,2020,564073,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,251807,2020,594863,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,309152,2020,523110,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,422762,2020,1131876,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,386626,2020,857448,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,320029,2020,1047741,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,190491,2020,1008017,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,187085,2020,211194,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,207316,2020,851276,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,306106,2020,744591,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,427982,2020,962832,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,169633,2020,760142,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,389255,2020,357274,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,292776,2020,1008765,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,181334,2020,118096,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,331441,2020,630534,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,134627,2020,385685,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,304459,2020,210978,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,443168,2020,469901,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,405545,2020,787147,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,392216,2020,342650,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,133714,2020,765380,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,293499,2020,607233,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,385845,2020,1046650,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,156135,2020,801395,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,207712,2020,423515,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,413327,2020,593777,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,247744,2020,706258,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,378963,2020,1041511,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,219346,2020,530015,,,,,,,,,,,,,
Jashore,Food and Beverage,2019,125131,2020,1112213,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,180744,2020,543426,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,335254,2020,1085518,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,346790,2020,360948,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,242785,2020,639762,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,440894,2020,549412,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,296859,2020,349700,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,226724,2020,319547,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,350654,2020,425021,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,170604,2020,260991,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,406417,2020,224518,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,222122,2020,839721,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,250129,2020,365471,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,356864,2020,1005529,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,326492,2020,518978,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,135069,2020,466358,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,411986,2020,139686,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,116248,2020,612804,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,158569,2020,137260,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,337758,2020,696217,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,177291,2020,882037,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,145512,2020,769142,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,398093,2020,667283,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,371337,2020,1090360,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,314072,2020,496255,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,425771,2020,129736,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,338161,2020,1108891,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,242458,2020,648459,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,233890,2020,898337,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,164199,2020,187531,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,157267,2020,926606,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,429393,2020,571584,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,167011,2020,516967,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,315203,2020,923638,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,158284,2020,615301,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,300727,2020,721619,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,321895,2020,707694,,,,,,,,,,,,,
Khulna,Food and Beverage,2019,208610,2020,745981,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,155948,2020,897992,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,399575,2020,539932,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,146850,2020,677606,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,256591,2020,311833,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,318444,2020,1115735,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,201922,2020,393155,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,247301,2020,611863,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,411226,2020,457281,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,314024,2020,683161,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,322920,2020,788204,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,161959,2020,798051,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,276209,2020,338478,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,123520,2020,1079384,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,207103,2020,693662,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,231641,2020,496437,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,272684,2020,1110741,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,352156,2020,844981,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,282422,2020,1113987,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,440093,2020,749898,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,439604,2020,960263,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,203629,2020,845613,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,146040,2020,658311,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,355636,2020,299097,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,203309,2020,448820,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,368638,2020,557186,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,246730,2020,810102,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,223523,2020,135630,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,322571,2020,221461,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,194979,2020,869002,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,370387,2020,745488,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,233451,2020,467304,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,433409,2020,425319,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,366999,2020,833976,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,295587,2020,423916,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,408335,2020,903935,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,157495,2020,639356,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,371792,2020,244278,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,269200,2020,966638,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,304773,2020,174416,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,234145,2020,914560,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,371675,2020,1113437,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,405073,2020,1035107,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,451517,2020,122840,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,386420,2020,364284,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,138561,2020,956621,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,377624,2020,1038999,,,,,,,,,,,,,
Motijheel,Food and Beverage,2019,390391,2020,798739,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,216138,2020,947196,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,300092,2020,1025582,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,224990,2020,1129876,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,439785,2020,121901,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,282976,2020,642523,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,135548,2020,863421,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,274146,2020,617404,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,298328,2020,816222,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,216610,2020,514121,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,343806,2020,617793,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,398453,2020,627358,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,284284,2020,133190,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,278768,2020,1057275,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,355018,2020,426178,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,326730,2020,148246,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,323898,2020,248854,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,399608,2020,1058915,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,440954,2020,776096,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,431895,2020,268968,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,214025,2020,995584,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,394115,2020,918641,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,228380,2020,913830,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,223331,2020,555950,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,378549,2020,640962,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,392736,2020,231803,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,365558,2020,690520,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,319745,2020,306435,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,249789,2020,151461,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,440411,2020,781438,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,216107,2020,204123,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,353356,2020,270621,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,195870,2020,697377,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,328872,2020,723909,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,182781,2020,449166,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,124037,2020,339154,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,281128,2020,643560,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,275595,2020,452421,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,253110,2020,361606,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,342344,2020,767542,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,144917,2020,565981,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,410365,2020,1027020,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,449315,2020,655970,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,287218,2020,648950,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,199617,2020,320019,,,,,,,,,,,,,
Rajshahi,Food and Beverage,2019,352050,2020,377363,,,,,,,,,,,,,
Savar,Food and Beverage,2019,119756,2020,131314,,,,,,,,,,,,,
Savar,Food and Beverage,2019,342297,2020,172707,,,,,,,,,,,,,
Savar,Food and Beverage,2019,408846,2020,527989,,,,,,,,,,,,,
Savar,Food and Beverage,2019,361387,2020,661122,,,,,,,,,,,,,
Savar,Food and Beverage,2019,406493,2020,964543,,,,,,,,,,,,,
Savar,Food and Beverage,2019,407443,2020,909511,,,,,,,,,,,,,
Savar,Food and Beverage,2019,254743,2020,988760,,,,,,,,,,,,,
Savar,Food and Beverage,2019,307359,2020,465707,,,,,,,,,,,,,
Savar,Food and Beverage,2019,346312,2020,415887,,,,,,,,,,,,,
Savar,Food and Beverage,2019,174119,2020,1056030,,,,,,,,,,,,,
Savar,Food and Beverage,2019,246374,2020,1042897,,,,,,,,,,,,,
Savar,Food and Beverage,2019,347813,2020,317626,,,,,,,,,,,,,
Savar,Food and Beverage,2019,347435,2020,590662,,,,,,,,,,,,,
Savar,Food and Beverage,2019,305062,2020,217594,,,,,,,,,,,,,
Savar,Food and Beverage,2019,182002,2020,173519,,,,,,,,,,,,,
Savar,Food and Beverage,2019,134657,2020,1003946,,,,,,,,,,,,,
Savar,Food and Beverage,2019,276846,2020,657147,,,,,,,,,,,,,
Savar,Food and Beverage,2019,204522,2020,387775,,,,,,,,,,,,,
Savar,Food and Beverage,2019,193576,2020,953708,,,,,,,,,,,,,
Savar,Food and Beverage,2019,443742,2020,406487,,,,,,,,,,,,,
Savar,Food and Beverage,2019,156744,2020,787993,,,,,,,,,,,,,
Savar,Food and Beverage,2019,208744,2020,699543,,,,,,,,,,,,,
Savar,Food and Beverage,2019,130942,2020,139816,,,,,,,,,,,,,
Savar,Food and Beverage,2019,241372,2020,253609,,,,,,,,,,,,,
Savar,Food and Beverage,2019,212232,2020,824532,,,,,,,,,,,,,
Savar,Food and Beverage,2019,276487,2020,161843,,,,,,,,,,,,,
Savar,Food and Beverage,2019,157068,2020,893725,,,,,,,,,,,,,
Savar,Food and Beverage,2019,344430,2020,625228,,,,,,,,,,,,,
Savar,Food and Beverage,2019,308734,2020,850430,,,,,,,,,,,,,
Savar,Food and Beverage,2019,152448,2020,1095205,,,,,,,,,,,,,
Savar,Food and Beverage,2019,387286,2020,327308,,,,,,,,,,,,,
Savar,Food and Beverage,2019,288970,2020,432030,,,,,,,,,,,,,
Savar,Food and Beverage,2019,265614,2020,1021978,,,,,,,,,,,,,
Savar,Food and Beverage,2019,162701,2020,275771,,,,,,,,,,,,,
Savar,Food and Beverage,2019,144372,2020,866477,,,,,,,,,,,,,
Savar,Food and Beverage,2019,162795,2020,486034,,,,,,,,,,,,,
Savar,Food and Beverage,2019,119962,2020,1110682,,,,,,,,,,,,,
Savar,Food and Beverage,2019,290971,2020,441341,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,275898,2020,799865,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,303785,2020,701109,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,193335,2020,1028470,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,411341,2020,212953,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,404069,2020,1025425,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,401070,2020,486939,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,243317,2020,549883,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,187537,2020,898666,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,397577,2020,1042654,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,333611,2020,927518,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,410803,2020,218858,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,181369,2020,527830,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,421906,2020,631703,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,115283,2020,652271,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,334186,2020,974765,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,125098,2020,320815,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,252896,2020,299808,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,290108,2020,394933,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,196190,2020,941302,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,446090,2020,511229,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,247108,2020,464035,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,273528,2020,430002,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,341482,2020,570340,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,413464,2020,840382,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,212782,2020,458878,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,211139,2020,855647,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,335766,2020,607922,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,417061,2020,1057475,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,287981,2020,1041442,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,206745,2020,269959,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,208319,2020,1044736,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,283115,2020,223911,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,326077,2020,755310,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,188751,2020,260837,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,119115,2020,966950,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,281809,2020,1018841,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,202891,2020,737875,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,278019,2020,767506,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,271841,2020,416227,,,,,,,,,,,,,
Sylhet,Food and Beverage,2019,359346,2020,352551,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,207731,2020,816419,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,251945,2020,351402,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,293335,2020,379613,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,260838,2020,752141,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,426002,2020,733875,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,263800,2020,287474,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,436020,2020,578427,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,134851,2020,419742,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,182648,2020,758004,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,387506,2020,338774,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,315769,2020,512014,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,134514,2020,147185,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,251465,2020,360337,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,118523,2020,693760,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,345869,2020,728848,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,172605,2020,603010,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,223451,2020,524699,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,448855,2020,449036,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,260524,2020,478969,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,308820,2020,1040740,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,231979,2020,793177,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,258425,2020,765889,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,366514,2020,252385,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,395382,2020,196010,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,450535,2020,1002029,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,257297,2020,977972,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,142989,2020,597856,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,372881,2020,1066372,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,334503,2020,210481,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,425643,2020,452080,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,276559,2020,868944,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,248669,2020,431104,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,151688,2020,823944,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,441676,2020,411380,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,164862,2020,520669,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,447311,2020,755542,,,,,,,,,,,,,
Uttara,Food and Beverage,2019,295621,2020,906107,,,,,,,,,,,,,
Agrabad,Garments,2019,191698,2020,631139,,,,,,,,,,,,,
Agrabad,Garments,2019,331887,2020,378206,,,,,,,,,,,,,
Agrabad,Garments,2019,287300,2020,1095256,,,,,,,,,,,,,
Agrabad,Garments,2019,407012,2020,391610,,,,,,,,,,,,,
Agrabad,Garments,2019,199071,2020,129044,,,,,,,,,,,,,
Agrabad,Garments,2019,236442,2020,745660,,,,,,,,,,,,,
Agrabad,Garments,2019,297615,2020,332930,,,,,,,,,,,,,
Agrabad,Garments,2019,128112,2020,166940,,,,,,,,,,,,,
Agrabad,Garments,2019,174636,2020,843890,,,,,,,,,,,,,
Agrabad,Garments,2019,337073,2020,533456,,,,,,,,,,,,,
Agrabad,Garments,2019,216117,2020,727764,,,,,,,,,,,,,
Agrabad,Garments,2019,174909,2020,1139042,,,,,,,,,,,,,
Agrabad,Garments,2019,177230,2020,698147,,,,,,,,,,,,,
Agrabad,Garments,2019,239117,2020,477393,,,,,,,,,,,,,
Bagura,Garments,2019,398984,2020,139088,,,,,,,,,,,,,
Bagura,Garments,2019,150638,2020,342225,,,,,,,,,,,,,
Bagura,Garments,2019,381838,2020,458110,,,,,,,,,,,,,
Bagura,Garments,2019,248094,2020,340509,,,,,,,,,,,,,
Bagura,Garments,2019,291908,2020,580218,,,,,,,,,,,,,
Bagura,Garments,2019,257380,2020,156791,,,,,,,,,,,,,
Bagura,Garments,2019,134976,2020,1081439,,,,,,,,,,,,,
Bagura,Garments,2019,389340,2020,458219,,,,,,,,,,,,,
Bagura,Garments,2019,169530,2020,654501,,,,,,,,,,,,,
Bagura,Garments,2019,259116,2020,259742,,,,,,,,,,,,,
Bagura,Garments,2019,281043,2020,979139,,,,,,,,,,,,,
Bagura,Garments,2019,399398,2020,513488,,,,,,,,,,,,,
Bagura,Garments,2019,138678,2020,757080,,,,,,,,,,,,,
Bagura,Garments,2019,413360,2020,143446,,,,,,,,,,,,,
Bagura,Garments,2019,181877,2020,689145,,,,,,,,,,,,,
Bagura,Garments,2019,199883,2020,619894,,,,,,,,,,,,,
Bagura,Garments,2019,348661,2020,463394,,,,,,,,,,,,,
Banani,Garments,2019,326722,2020,155991,,,,,,,,,,,,,
Banani,Garments,2019,336012,2020,394113,,,,,,,,,,,,,
Banani,Garments,2019,363498,2020,937576,,,,,,,,,,,,,
Banani,Garments,2019,172276,2020,301529,,,,,,,,,,,,,
Banani,Garments,2019,324282,2020,911762,,,,,,,,,,,,,
Banani,Garments,2019,363836,2020,275266,,,,,,,,,,,,,
Banani,Garments,2019,220908,2020,1059709,,,,,,,,,,,,,
Banani,Garments,2019,247678,2020,1115980,,,,,,,,,,,,,
Banani,Garments,2019,439397,2020,943943,,,,,,,,,,,,,
Banani,Garments,2019,238373,2020,726845,,,,,,,,,,,,,
Banani,Garments,2019,443899,2020,470695,,,,,,,,,,,,,
Banani,Garments,2019,143581,2020,518109,,,,,,,,,,,,,
Banani,Garments,2019,175181,2020,1116504,,,,,,,,,,,,,
Banani,Garments,2019,135423,2020,749441,,,,,,,,,,,,,
Banani,Garments,2019,118611,2020,328260,,,,,,,,,,,,,
Banglshal,Garments,2019,275868,2020,562291,,,,,,,,,,,,,
Banglshal,Garments,2019,382257,2020,1067366,,,,,,,,,,,,,
Banglshal,Garments,2019,403386,2020,621747,,,,,,,,,,,,,
Banglshal,Garments,2019,303513,2020,959851,,,,,,,,,,,,,
Banglshal,Garments,2019,268577,2020,1119665,,,,,,,,,,,,,
Banglshal,Garments,2019,150374,2020,1006980,,,,,,,,,,,,,
Banglshal,Garments,2019,337498,2020,898080,,,,,,,,,,,,,
Banglshal,Garments,2019,391286,2020,144344,,,,,,,,,,,,,
Banglshal,Garments,2019,169870,2020,1118041,,,,,,,,,,,,,
Banglshal,Garments,2019,421512,2020,622389,,,,,,,,,,,,,
Banglshal,Garments,2019,191847,2020,496326,,,,,,,,,,,,,
Barishal,Garments,2019,323661,2020,312245,,,,,,,,,,,,,
Barishal,Garments,2019,331706,2020,980708,,,,,,,,,,,,,
CDA Avenue,Garments,2019,441115,2020,882423,,,,,,,,,,,,,
CDA Avenue,Garments,2019,417782,2020,344927,,,,,,,,,,,,,
CDA Avenue,Garments,2019,436045,2020,889489,,,,,,,,,,,,,
CDA Avenue,Garments,2019,345780,2020,1135785,,,,,,,,,,,,,
CDA Avenue,Garments,2019,261555,2020,1012139,,,,,,,,,,,,,
CDA Avenue,Garments,2019,206849,2020,965339,,,,,,,,,,,,,
CDA Avenue,Garments,2019,204876,2020,491418,,,,,,,,,,,,,
CDA Avenue,Garments,2019,443238,2020,386003,,,,,,,,,,,,,
CDA Avenue,Garments,2019,162371,2020,378598,,,,,,,,,,,,,
CDA Avenue,Garments,2019,259789,2020,364877,,,,,,,,,,,,,
CDA Avenue,Garments,2019,402621,2020,769871,,,,,,,,,,,,,
CDA Avenue,Garments,2019,421265,2020,431958,,,,,,,,,,,,,
